comments,likes
"I have just finished the program yesterday, the job hunt begins, any advice?",0
Where do you go to take the course  ?,0
Why do you say Dah-teh instead of Day-teh,0
Does it start only at specific dates or can you start this any day? I just checked and saw it starts TODAY. So I'm not sure if it just always displays the current date or if I should hurry and enrol today...?,0
"Such valuable info., Loved it!",0
Analaalalaysisis,0
Hey luke ! How to register to it ?,0
"This video was great, thank you very much ! I wanted to ask you, are there any other certificates worth getting if you're looking for an entry job level, besides this one and IBM's?",1
"Is this course for someone with no prior knowledge related to data science or software, I mean a  person who is switching from finance to data analytics?",0
"So well-organized, I'm definitely a sub now",0
"This may work in America, but these short Coursera courses don't count for a damn thing in Finland. With few exceptions, every IT position requires qualifications.",1
I'm from India Google shows ₹5872 for the  course so is it for the entire course or it's just only for one month,0
Would you say that the content that you learn from this program is worth the time and money? I don't really care about the certificate or the job opportunity that comes whit it. I would like just to learn about it to apply it to my day to day crypto/stock trading,0
I just enrolled thanks for the information. I currently work in Desktop Engineering looking for transition,0
"Damn, just came across this video today . Better late than never I guess!",1
This course is actually pretty fun. Had to pause due to travels but I actually miss it a lot.,76
"I am a visual artist and writer, blogger, creating text for my own websites, social media, etc.  I like this, but have no computer  programming experience.  I also like to do charity and nonprofit community work.  Could I apply this to my interests?  I worry about no science or math background.",0
"As a software engineer I can say only one thing. I will NEVER work with someone without legit degree. Difference is noticeable, doesn't meter what you think.",1
Can this work in the UK?,0
"Nowdays they only offer ""WOKE@ degrees... this makes sense",0
So if I have a 4 years bachelor degree in English teaching . This program would help me get a job as a data analyst ?,0
"I love the content of the video and the pace of information but please, please stop inflecting every other sentence. Makes it very hard to watch the video.",0
"I call bull.
I've done data analysis in a high capacity for about 12yrs now at a management level.
I've tried for years to make data analysis my sole career choice.....however, companies really don't care. They hire ""continuous improvement"" people to do the bulk of this work.....Which requires a lot more than just a  certificate for $100. 
Maybe if you're a cashier, stock boy, fast food worker, or some other minimum wage job it would be worth while. But for me it didn't make sense because I'm expecting an adult wage.",0
This is very true  i personally know one of my friends dad is a data analyst and he had no degree in that area but he know is struggling with getting a raise because he does not have a degree,0
"So this is basically an advertisement, promoted by Google. Nicely done.",4
Nice Video!,0
I am working in accounting professional which course is suitable for me,0
"Thanks for the quality in-depth video.
I did the Google IT support professional in 3 days but I think I'll be spending much more time on this one because Data Analytics is still new to me. I hope I can transition from R and tableau to Python and Jupyter etc. once I get the hang of it :)",18
Already am… without a degree.,0
What is it and can someone like me do this I don't have that much skills?,0
Can u tell is the course affective in india,0
"Almost 80% of the engineering level ""job listings""  in IT ""required"" a 4 years degree, regardless of what/how many certificate you've earned.",0
"i'm 30 now, want to start career in Data Analytics, is it too late?",0
01:55 reading the prompter without a single thought haha,0
Is this certification is available in UAE? I heard this has value inside US Canada only.,5
"Two of my main concern is 1 whom shall i ask incase if i had ny doubts in videos cause as far as i know its a set of ore recorded videos 

2 will i be getting capstone or assignment cause until we solve assignments its just theoretical knowledge",0
"Can it be or allowed to complete within 1 month ?
Lock down at home, tons & tons of hours to burn.",0
10 hour per day ? Are you sure ?,0
Is is possible to do this from India. And what are the system requirements i need to have on my laptop?,0
"What are you thought on taking data analysis certification after project management?

I am an undergraduate BS Business Administration student. I've also been working out in digital marketing specialization.",1
FYI hireheroesusa.org will sponsor Veterans to take several certificate - based programs to include this one on Coursera.,0
"i am from a bad 3rd World country and I'm not in the US, so I don't think this would help me... even tough I have Computer Science background and my final project in college was related to data analysis I don't think this will help me since i was born in the wrong country. Also, last time I worked online for a company from another country I got scammed. I really would love if such things worked for me, but apparently I don't think i can pull this off",0
"Thanks for your information, But this is not working for International.",0
"Dankeschön, insightful video, subscribed. How does this compare to the other courses Google is offering?",0
"this is the mini course before the course. this guy should get a piece of the buy. I am basically sold!

edit: I'm in Thailand, likely not. I'll have to check this out, anyhow.",0
"A bit unrelated but I have a question. I'd appreciate if someone who is familiar with coursera can reply. I just sent a financial aid application for ""The Google Data Analytics Professional Certificate"" but the mail said ""Thank you, we’ve received your financial aid application for Foundations: Data, Data, Everywhere."" Now does that mean I need to apply for financial aid for every course under ""The Google Data Analytics Professional Certificate"" ?",0
I’m a recruiter with no prior experience in data analysis. Do you have to be great at math for this career?,0
yeah buttttt update us when you find an entry level job though. a lot of these job that take certs want 5 years experience,0
"Yeah, I’ll be a data analyst. It’s just a rework of my current skill set. Throw in some soft skills, selling ability, public speaking and I might make a pretty good living.",2
How can I enroll with this cource sir?,0
I wonder if this would be good for an accountant like me.,0
39usd/month in the US and Canada? meanwhile here it is double with a national average salary of 10k/year,0
"I just graduated high school with a pretty good GPA. I have experience in AP Computer Science A and Calculus, should I go through this?
I've never taken AP Statistics so my data skills are kind of lacking.
Should I go through this? Data Analysis seems pretty fun and it looks like I could get a decent pay.",0
"Thank you for this video. I went from being decisive in switching careers from teaching to Data Analytics, to feeling completely overwhelmed with the amount of info I need to learn, and not knowing what questions to ask, to feeling encouraged that this will be a great starting point. I’m enrolled and almost through Week 1 of the 1st course. I’m so ready to have a more technical degree and the opportunity for advancement and pay raises as I increase my skill set. That doesn’t really exist in education.",100
"this reminds me of a meme
""forget everything you learned in college, you wont need it working here""
""but, i didnt go to college""

""well then you're unqualified for this job""",0
One can leverage the certification as a freelancer,0
As someone that have all google certifications in digital marketing and a 10 years experience internacional experience i find it shamefull that one of the richest company in the world want to charge and make money on these certifications.,0
Hi! Luke I am a drop out. Is there a possibility for me to pursue this course and get certification.,0
"Luke, thank you for this video! I only have an Associate’s degree and ~3 years of experience in sales, marketing and admin work. Do you think I could land an entry level data analyst job with this cert without having a Bachelor’s?",2
is this 10 hrs per week?,0
I got it for free if anyone want to know how i got for free please contact me,0
I love that Sundar Pichai and Google has given us the opportunity to learn big ups!!!!!!!!,0
They still want a degree.,0
"It's crazy how the youtube algorithm works. I recently parted ways with my job in a totally different field but now I'm seeing this xD . SO YOU WANT ME TO DO THIS JOB, aight got you bro",0
Do we need to learn machine learning too to be a data analyst??,0
"hi i am from south asia..
i am a teacher i have never done IT related course before. can i start  this course as a beginner ?",0
Is coding knowledge required to learn data analytics?,0
"This is superb I’m graduating next year, I’m from the uk 🇬🇧 would love to try it, any one from the uk here ?",0
"This is great I’m from London graduating next year this is superb, anyone from the uk here ?",0
Hi Luke! Your content is awesome. I just inrolled myself in this course. I'm from asian country Pakistan as you know here we don't have lot of opportunities. Like we don't even have single fortune 500 companies in my country. Is it possible after completion of this course I will get Jr. Data analyst job remotely. Or it will be a hard to find job for me because I don't have bachlor or Master's university degree. I will be glad if you answer my question. Thanks,0
i really wnat to study but i they want card for loging for free also so i couldnot login  feeling sorry for myself as i was free for 6 month and could have used that time in that,0
Yearly  salary!  $$$,0
Congratulations bro for 1 million views 👍,0
"I'm a Finance Major in Uni, and I was wondering if you would recommend it to college student wanting to broaden their skill set to get ready to apply to jobs?",2
great content,0
Are these certification paid?,0
Hey Luke 😊 which course would you recommend after finalizing this one?,1
its free of cost course ??,0
"HI, I thank you for this review, it's very interesting, I want just to make an arrow about 1:57 it's 10h per week not per day.
Thank you and wish more success",8
"Hello there, I confused for the course fee. Would you help to explain it to me? I enrolled the first course two weeks ago, free 7 days and then charged the first monthly billing. When it’s 14th day, the day I’ve completed all five weeks materials for the first course, it required to “enroll” for the second cource. My questions are: 1. Will the first course keep charging in the next month? 2. Will the second course also has a free 7 days trial or counted as a part of the on-going billing charged accumulated from couse one?",0
just for us citizens ?,0
U meant 10 hours per week or per day? @1:55,0
do I need to learn Data structures and Algorithm for becoming a Data Scientist or a Data analyst,0
I'm not sure... Luke did you take this specialization on Coursera?,0
After doing this course shall we got job in Google,0
"Does this course cover things like pulling data and creating ongoing dashboards? I work for a company that uses Oracle data, but we're moving into writing scripts (something I don't know how to do) to use that data in active dashboards.",0
It was very good advice. Thank you so much. 🙏,0
Thank you for this 💙,0
Can’t wait to get this so I can sell my soul and work for google.,0
"Is it related to AR analysis?
Cus I have experience nearly 2 yrs...!",0
"I’m a business major looking to get experience in the field, what are your recommendations?",0
"Hi sir, I would like to learn this course. But I don't have money to pay for this course. Please help me for get learn course sir. If anyone help me??",0
With this certificate can i apply for master in universities abroad,0
"Hi very nice interesting video...let me know if there is any age limit for doing this course .
Thank you 👍",0
It's all fraud your welcome!!!,0
"In india , here is no scope of computer science",0
Did anyone get any job?,0
Also Luke is Google IT Certificate common know for employers?  Or they don't really know..,0
"Luke I just subscribed to your channel.  I am currently temping as a COVID tracer but I want to get a degree where I can get a job more quickly and more pay.  Or even if I can work remotely moving forward.  I will check this out and see if I can do it.  Right now, I am side hustling as a dropshipping on FBMP...",0
The legends are watching this video lying on bed 🤣🤣😂,0
"I duno why it was shocking for you. Even today this applies and the way technology has changed in just couple of years, it has never been like this",0
"Sir can u help me how to get job just typing, bcoz i dnt speak/write english correctly.. just typing 😁😁",0
"Just a quick question before getting into action, Being a travel consultant with 4 years of experience, how far you can recommend me to opt for this  course incase if its gonna be fully favorable for me as per my work experience?",0
What is the salary like?,1
"By completing all the part courses in google data analystics will we get extra certificate as you should in thumbnail ""Data analytics professional"" . Because I applied all courses in financial aid seperately",0
Something to learn,0
"Agreeing on reskilling.But that means Google is barging education system of entire world.No degree.....whats this ....?
No foundation for career......!",0
"I do have a degree in iT I did C#,R,PHP and UXD.Meantime I was trying to do coursera free courses with no luck.No finances but I hope one day I will get financial aid",0
"I am gonna get Btech in CS degree soon and also i have started this course 1 week in it, i am hoping i get enough skills through this certificate so i can land a entry level data analyst job",0
I am 58 I am suitable and eligible for any jobs,0
Hows the salary?,0
"A formal degree from a Univeristy brings much more than some certifacted by coursera etc.. first and foremost: you learn to work with scientific papers.. Of course, today, it is impossible to have your master by 25 and get lazy for the next 45 years.. So I guess the future will be having a formal education and immediatly chance into a life-learning concept type of thing",0
Caution if speaking generally.. How things work out for instance in the US does not apply to the rest of the world.,0
Is there any free online courses for data analysis ?,0
"Sir, can you prefer Laptop configuration to consider that support all the software tools related to this course?",0
Why are they not using python? It is quite good for learning machine learning and data analytics right??,0
✨📝😃✅,0
Is the Google analytics course also useful in the uk?,0
"hey Luke, what about for some one currently being in software engineering industry and willing to make a entry in the world of 'data' ??",0
In any course or university there is no such things as short cut so I will not be able to buy this sorry,0
Is this course helpful for management students please answer,0
"Cam I become data analyst or data scientist 
I have done my b.a.",0
Thanks for bringing this course to my attention. I've been looking for an entry level analyst role as a sideline to move my career forward (Aviation Safety Management) but just haven't had quite enough experience to make the job stick. Regardless if this alone gets me an analyst job I think the skills will be an asset regardless.,36
"Hi Luke, great video! Is Data Science and Data Analytics the same thing?",0
what are some extracurricular experiences?,0
Hi Luke Barousee! Firstly thanks for sharing this much essential thing.... Is there any course about How to build a system for business?,0
Why R instead of Python?,0
Where can I find ''audit'' till my financial aid is accepted I want to begin with now.,0
Is this section open for replies from the channel owner/youtuber for queries??,0
Having a college degree and this certification will help you to land the job faster than someone without the degree. So don't be disappointed if you have a degree. It will always pay back if you can utilize,9
"Should we have to do any bachelor's degree before enrolling in it ??
Or 
Is Google needed bachelor's degree for Coursera students to get better knowledge?? 
Because I am  from India",1
it's not a huge deal at all. this is not the most preferred skills set for any data science role and way too shallow knowledge for any entry level post. don't waste your time with incompetent wanna b instructors.,2
"No degree means no related degree, ok?",0
Sir I have completed 12th and I have decided to do Bachelor of Computer Applications... Can you say me what course I can do to get a job in IT and in which platform can I did that particular course?,0
One of the worst courses I've ever come across. Total garbage,1
"I am in second semester of bachelor's (in data science and ai), I have learned c and python, and had done much in statistics, now summer breaks are going on and I got pretty good amount of time, so what should I learn, which could help me to get more exposure to subject, and could be helpful in future",1
thanks a lot for the information very very detailed.Crisp voice made it very easy to connect with the content,0
"Hi Luke , I am a dotnet Dev with 14+ years of exp, is it worth to move into a data analyst role and for that do this course",0
I am from nepal if I join it can I get certificate,0
7 days trial $30+ a month if you want to continue. Lol I don't have that much of money. This thing is not for me.,0
I'm interested,0
Sorry I accidentally read it as DOTA Analyst.,0
"I am a college student in my second year
I have started learning data science 
Just to make money by freelancing like data visualizations etc
What i think is a 4 year programme will not effect my skills a lot but yes it have other importances like it will make me mature,communication skills,making me more disciplined and having experince in a different county to study as a international student and experience practical life.
What i want to know dear channel owner should i consider a degree and a 4 year programme can be available specially or dedicated for data sciences coz i think if its my passion or not i should just focus on it
I am so immature i know😅",1
is this course good for someone living outside us?,0
I'm not at all related to IT neither do I have basic knowledge of Programs.. I am doing mechanical engineering could it be useful for me or would I be able to understand...,0
"Do we need a pc for learning tableau,  R language, SQL??? Please reply..",0
This is awesome. I'm a former wall st trader and every trader position requires SQL and/or Python.,0
If you think you’re going to take over somebody that’s done a four-year bachelors in data science with this particular course you can forget it if you’re in India you can carry on dreaming,0
I think this particular course is okay but it’s only a very basic you need to learn a whole lot more that simple,0
Is this good if i want to switch from electrical engineering,0
will google help you connect to companies after completion?,0
Do you have an idea on whether you get continued access to the material after finishing the course.,0
Is the courses free ?,1
"In this day and age , there are so many in-demand skills you can pick up by not going to a full-time college. However not knocking full-time college either because it will never hurt you to develop your reading, writing, thinking and math skills, etc, plus it is necessary for some fields, like engineering, science, medicine, law, etc. You should only pay for full-time college if you know the type of job you are going for will pay well and you have a high ROI.",0
Will I able to work remotely if I finished this course?,0
Excellent video,0
It's not free,0
I like the way you explain bud.,0
"we need to pay for cerificate or it is free provided by google please someone reply my comment
 ??",0
"Great video Luke,  one query I have 10+ experience in .net technology and currently role with tech architecture is it good to go with this course?",0
Get google ads certificates in just 1 day.,0
"When I checked the Sallybus of the courses. It does not include anything about ""Python"" programming language.  They use ""R"" language.. so I'm not sure if it going to be in demand programming language for Data analytics or no.",0
It's only free to use the platform for 7 days after that there is a fee you can't even access the platform without putting in your credit card information.,0
"Currently taking the course. I'm not a data analyst brushing up on skills, but I manage 8 food service locations at a university and I constantly analyze data to make decisions - from the food we serve, the marketing plan, to the labor needed every hour, etc. I'm an art college drop out and I loathe my job, but while thinking about what aspects of my job I do enjoy, I discovered it is analyzing data and making it beautiful for everyone using various visualization tools. I am also familiar with some coding - HTML, CSS, Javascript. So this is why I am taking this course. So far so good. I plan on taking the Data Mining and Data Science courses next.",473
"I am 32 yr old, will this barrier for me to get a job role of junior data analyst.",0
"Hi Sir, kindly make a video that how to apply or register and Start course. Please explain step by step 🙏",0
2:04 Where did you get the pool of employers? Where is this list available?,0
I really like this job. I once apply in some companies but I didn't accepted coz I have no career,0
"$40 a month for 6 months. Or, they could just have you pay it upfront and let you go at your own speed. I get that we are trying to do a class setup, but this is also a different world. I am not paying for dead months. Ah well, I will go back to doing my own data analysis with blackjack and hookers.",0
is this available in Asia as well?,0
I think datacamp certification process is more flexible than this. You can choose using Python or R. If we also can choose our preferences in this certification it would be better,0
"Okay Million dollar Question: 
Did anyone who completed such courses get a call from Google or any big companies?",0
"Sir I completed biostastatist I have with spss ,excel and more than one year experience . Tell I want join data analysis job in MNC company help me what should tell",1
Thank you for this wonderful information.,0
Hi can I get a job without having a degree,0
"I extremely like how google had a section where they demonstrated how everyone, even those who doubt themselves, have what it takes to be a data analyst. They gave us exercises that demonstrated that everyone can essentially have an analytical mind, even if you THOUGHT you don't 

Really glad i took the course. My experience with it had been literally life changing",1084
"It depends. If you have strong financial support + meet good university's requirements to pursue a degree, why not? Not to mention this is just a mere course, nothing more than that.",0
this is a very cool video!!,0
Is I need god level math knowledge for data science 😭😭😭,0
Thank you for the information. Really helpful 🙏🏻😊.,0
Available in uae? Can i work from uae after certification ?,0
I’m thinking about the course. I like SQL. Thanks for the info 👍,0
Can some one give me the link from where i need to buy the course Thank you in advance,1
"Shut Up YouTube, i just moved from Project Manager to Graphics Designer and now you're recommending Data data scientist???",0
Is it paid?,0
Can you finish this in 3 months? i'm planning to commit around 40hrs per week full time studying. Or you have to follow their weekly schedules?,0
"What would you recommend for someone who has learned Mathematics and Statistics up to final year in Uni but couldn't finish.

I've noticed most courses available on Coursera cover things I already know and that makes it extremely boring",0
"@1:57, Its not 10 hrs per day, its 10 hrs per week as you can see in the course",0
Useful for Professionals involved in Data mining. There is a course fee after the 7 days trial.,0
Is it for free?,0
Interesting example!,0
Can't afford that😢. There is a site called cognitiveclass. They provide free stuff but not that deep.,0
I am an accounts guy do I need to learn programming for being a data analyst?,0
Hello! I’m concerned if I need to have basics in coding in order to understand this course 🙄,3
do you suggest any course for machine learning?,0
"You know I have learned python but keep forgeting after week ,how can I remember this skill for long period of time
You are doing great pal",1
"Sounds too good to be true, and likely is.
This would possibly give Google more control over their employees, who would have no choice but to accept a larger workload for lower pay.
They might not be able to readily find work with any company outside this group with this type of qualification.
After investing all that time and money, will they might be more willing to go along with whatever they are told to do.

A lot of people apply to big companies like Google, surely they would be have access to people with these skills?
Then what is Google's incentive for such a program? More control over employees?",0
I have taken several coursera certificate courses and one thing I wish they improve on is making final projects more challenging. Even the Google courses on Coursera suffer from this issue.,2
"How? Searching for a partime job, suppport for my study.thank u",0
Is this course available in india,0
I too saw the program. Does the program also offer a Project Experience at the end?,1
I too saw the program. Does the program also offer a Project Experience at the end?,0
Is it possible take this course without programming knowledge?,0
It is too bad they charge in dollar's even for south America people. I live in Brazil and 40 dollars is like 10% or more of of my monthly payment,0
Does it provide you job?,0
"Can I take the course from India? 
Will the course alone be good enough to land me a job without having a background knowledge in computer language!?",0
*(10 hours /week) I think and not 10hours/day,0
"Great help, Luke Barousse you have given to those who have become hopeless and think that now they can't enter software industry due to their other qualifications background or lack of experience.
I'm one of the above mentioned mechanical graduate who has neither experience nor any financial support. The only thong that I have is passion to become a data analyst or data scientist.
Please tell me. Is it late to begin this course now? Is it available for indian students? If I'm very late then please tell me any other opportunity to join software field? I would be very thankful to you?",0
"Hi, I'm brazilian (my english is rusty, sorry) and I have access to this course. I'm electrical engineer with no relevant experience in data, except, I guess, a basic acknowledgment in Python. I'm very excited with this opportunity, but I'm worry about the money. Here, in Brazil, we need to spend R$6,00 to buy 1 american Dollar and my salarys it is a sh...however, here I am. Thank you for this video! You helped me a lot!",0
Watching this video on eid...Thanks Luke for the useful info! Btw Happy Eid🎉,7
Who no-degree and  get a job ? after take online course certificate. Thanks…,0
"Hi, first of all thank u very much for this detailed video, I have few questions, I hope you will answer..
1. Iam from india, so is this course useful here?
2. I have already 4 years of experience in digital marketing, so can I switch my career?
3. Can i get jobs in Uk or USA from India?

Kindly give your valuable suggestion, thanks..",1
This course is applicable for india,0
Is this course worth it for people who don't live in the US?,0
"Hey luke barousse iam from India, iam only 10th pass guy working in some other field, can I do this course and get placed",0
Bro I'm about to graduate with an Applied Computational Mathematics degree from California university and I haven't landed one internship yet (granted I didn't look very hard). Should I apply for internship after graduation or a data analyst job? I feel kinda screwed because I didn't do internships during college. Any advice would be appreciated!,0
"Aws or data analytics...? Which one to choose.

Big confusion..",0
cool. Thank you for the vid.,0
It can't replace a degree. But it's a nice thing to add on your resume,0
Nobody is gonna talk about how he says you can complete this course in 6 months with just 10 hours per day. YIKES! 1:50,0
"Most jobs will NOT consider candidates if they aren't in college or have a degree. Unless your someone building something significant without a degree, be prepared to be washed over by these so-called certificates that aren't even certified. If you can easily print something off the internet than the value of it is little to none. These are not CompTIA standard certificates. It's following a course that's not even sponsored by google themselves (as in, credited by them) but a third party and paying $1,000 for these type of courses when you could very-well get the same thing at a college for less or just get the certification. 

Get real certifications, not certificates!",0
"I'm from South Africa and hoping this opportunity can open the doors I've been waiting for. Having gotten my degree over a decade ago the job market - and system - easily misplaces me and many others into irrelevant positions. Google and their partners are definitely going to ""re-school"" colleges and universities for good (excuse the pun).",1
Is it really possibly to be able to enter a field with only this kind of certificate and no degree just HS diploma. I’ve seen a lot of these jobs post and they usually want a bachelors degree. Would they really over look the BA if you have the certificate?,0
I started learning Data Analytics Learning LinkedIn,0
Can you do this as a 13 year old ?,0
"Hey basically thanks for this information, I have basic of programming language such as C++ and VB6 it can help me to understand all of that?",1
"Degrees are for super-geniuses who want to continue their higher education in academia for academic research or specific professions.
Certificates are for the average Joes in the world who just want a job that pays the bills. Most of us are average Joes.",0
"main stream universities: it will cost you $40k for the master of data science programmes
coursera: you can study the same program for $60/mth",0
got the Google's one for free using financial aid. Thanks #Coursera,0
"Subscribed...Im already having MBA and Im 30years old guy working in a logistic company.I really like this field,do you recommend me to follow this course?


Thank you a bunch for sharing this with us❤️❤️❤️",0
"Beloved, Please give this your special attention. 

God is a Good, Holy and Just( meaning that He up holds justice and does what He deems as good) Judge. He is also forgiving and He is All-Loving. He is also perfect meaning that there is nothing about Him this is  contradictory. But How can He forgive you and me but still uphold Justice. 

Look at it in this way:  Judges who punish the innocent and release the wicked  and quilty, are wicked, evil and are corrupt. It does not matter how much a quilty man is sorry for his crime, he must go to jail. Let's say a man raped and murdered a little girl, but is so sorry for the rape; the judge must still send him to jail. And likewise God must still punish our sins, but He can still forgive us. How? How can God forgive us and still satisfy His Justice? 

This is how:  

All have sinned and fall short of the glory of God. There is none righteous, no not one” (Romans 3:10, 23 NKJV).
-It means that each and every single person sins and has sinned. 

“The wages of sin is death, but the gift of God is eternal life through Jesus Christ our Lord” (Romans 6:23).
-Death is eternal separation from God in hell.
- But believing in Christ alone allows you to be with God in everlasting joy. 
 
•""The iniquity and sins of each and every persons were placed upon Jesus Christ who was sinless. 

•Jesus Christ, the Son of God was crucified for our sins. 

 •Jesus Christ was buried and our sins were buried with Him to live no more.

•Jesus Christ arose from the dead on the third day and all who believe and receive Him as Lord arose to new life with Him.

• New life in Jesus Christ is received through faith in His death burial and resurrection, when the person repents of their sin and asks Jesus Christ to forgive their sin and wash their heart.

Beloved seek Him, read the Bible, not the catholic Bible(deutero-canonical books)

Start by read the whole of the new testament, starting from Matthew to Revelation..


i love you because Christ loves me.",0
It's totally free course certificate,0
Thanks finally google Know my problem to not get job without degree but 😘 google says without he appointed,0
"Hi Luke, I  am currently doing my MS in Statistics. I have also enrolled for this certification and completed 3 out of 8 courses. After finishing all the 8 courses what can I do next.",1
Thanks for your Information I like your recommendations I have passion to study data analysis,0
Is this certification available and job opportunity in India,0
Hi sir I am india and I have completed MBA HR and Finance but I always curious about coding and data science and java IT related stuff but I don't know How to start learning please give me a suggestions,0
Useful information thank you sir 👍,0
How to get original hardcopy of certificate,0
Is this for free sir?,0
thanx for the info,0
"Hey all,

I have a question after completion of the course do we get any job opportunities through Coursera or Google itself that you told in the video?",0
Glad I’ve come across your page. Thanks for this video. I’ve recently gone back to college and I am in hopes of gaining my data analytics education. This is a good option to do alongside my degree aspirations. I’m considering it.,12
Hii..m very much interested  to do this course but I don't have much money who ever is reading my comment can any one give me some dollars to do this course or any other way how I can enroll kindly help,0
"Hi sir, 
I completed my btech 8 years ago. I don't  have any experience in IT field. I wish to work in IT field..is there any chance to get job in IT sector...now I'm settled in qatar..suggest me some solutions.
What I want to study?
Which course is easy for getting job?
Hope you will reply soon",0
"Sir I'm more interested in data , which course is good for me ,the data course by Google or by University Michigan?",0
"I completed the course along with the capstone and added a case study too for one scenario as per requirement. I am proficient in SQL, having working knowledge of R and Python and can work in Tableau a bit. What next is to be done?",1
Great video Coursera also has a 399.00 for the year. Team up with Kaggle for portfolio.,1
Estimated salary of a data analyst?,0
Thank you Luke!,0
so technically i need to pay for receiving the certificate itself ?,0
"Hi Luke, thank you for the video. I just started researching Data Analyst training and certification and was planning on studying Excel, SQL and Tableau when I saw this Google course covers them.

As I am brand new to Data Analytics and have only gone through Trade Schools and Military training (no college degree), I have a different view from some of your comments on this course.

I think 6 months and under $250 for a certificate that will get your foot in the door is not a huge investment (time or money), especially when you compare that to the cost and time of a college degree. 

When you commented on the portion of the course you watched being dry and then having to speed it up, I believe this is because of your experience level, with you already being an analyst. This course is for someone like myself that is brand new to Data Analytics, and I would appreciate a slow, deliberate pace of the material over speeding through it so I can finish faster and save $100.

My last comment is about you stating this course isn't the only thing you will need for a career as a Data Analyst. My impression is that Google is saying you do not need any experience to take this particular course, not that you will not need further experience after completing it.

None of this is meant in a mean spirited way, if that's how any of it comes across. I am just stating my opinion as a ""newbie"" to the field, and what I think is a very good offering from one of the tech giants to get more people trained in what they need to be trained in to get to work right away.

Again, thanks for the video, this is the first of yours I've watched, going to check out some of your others.",4
"On your Recommendation I saw Alex the analyst video as well. However, your video was way better because you were truly honest about your opinion regarding this certificate course. So please stick to that and do not change. Thank you",0
"I completed the certification, now what?",0
"Hey Luke, just found your channel. You're making good content. Keep up. I am facing sort of a confusion and maybe you can help. I've been in digital marketing for the last 2 years and use web and search Analytics tools quite often. I am quite decent at data studio and spreadsheets as well. I also learnt bit of python, R and Tableau some time ago through online courses and did a few small projects but I don't feel confident at them, mainly because of a lack of practice. Btw my company doesn't use SQL and it's completely alien to me. 

I want to use my experience in marketing to grow as a data professional. I had been eagerly waiting for this course since google announced it last year. But now I feel it won't be very helpful to me. Do you think I should take this course to further my career? If not, what would you suggest I should learn and do to move to the next level?",4
"This video triggered my voice activated search on my phone 😄 Probably because you go up when you say ""Google"" like a question",0
I'm eagerly waiting for this amazing moment in india too🤩😭,2
Luke after learning power bi is that enough to become data analyst or we need to learn some programming like Sql + python ....please share your feedback .....,0
Question 🙋‍♂️ I’m have absolutely no knowledge on It but am interested in it and I’m currently not able to go to college because of personal reasons is  this a good option and are there any others,0
"The thing is that re-skilling will be a continuous process over time since technology is growing faster every day. You can’t simply afford a bachelor or master degree every 5-10 years. I got one BSc and one Master degree and the amount of money that you spend doesn’t worth the real knowledge I got from them. 

Massive online courses and certifications with low-entry price should be the future for a continuous education for emoloyees.

The business model for education should change and adapt to the reality of the market.",0
Thanks,0
"I'm in finance (equity research), could I transition into data analysis. I already have some excel skills on financial modeling and already using pivot tables. vlookup etc. But I would like to add some data analysis skills and transition into a data analysis role. But I fear I'm too old (early forties), and no company would consider me.",0
Is coursera better than datacamp? Datacamp is much more cheaper.,0
Can you do the courses while still in high school?,1
"Thanks for the information. And I want to ask you this question.
After  the completion of this course, is the employment will be online or do I need to be at USA?",1
I have too many courses through financial aid😁.,0
"It's good for someone who is in the field already. Otherwise useless if you want to get a job after getting it. Go the hard way Statistics, probability, Python, pandas.",0
"I work for the post office, with no experience, Woolf getting this certification give me a chance to get a job as a data analysis?",0
"Why they charge 35$, instead of free course.🤔",0
And I thought it was free. You have to pay for it,0
"I really appreciate the quality of your content and coherence of speech, makes it easy to understand for even non-native English speakers. Thank you",53
You big hand,0
"Hi Luke ,I am BTech in electronics and communication trade ,I don't know coaxing and also I don't feel to learn java ,C ++,dotnet or any other languages .I want to know can I also become data analyst???? please reply 🙂🙂🙂🙂🙂 your reply matters a lot",0
Can u send me link for this course?,0
"Hi this is Jerome....shld I take all the 3 courses that is offered be Google like data analysis, UX designer...in a single course with$39 per month...??",0
God bless you Sir for sharing information of DA course,1
Ten hours per day or week?,0
nice sharing. will keep supporting,0
Hey. I just got done with high school. I'm from commerce background and I'm really new to this. Can anyone help me with more information about data analyst?,1
What if im 51 and live outside the USA,0
Am dng my bachelor's in commerce is it helpful for me ?,0
"Would you recommend this online course, if I am pursuing a Entry Level Data Engineer position. I just graduated with a B.S. in Mechanical Engineering but lately I have been liking data engineer as a career. In my degree we did not learn a lot about coding, so would you recommend this course for me? Thank you",1
"Hi! I watched this video after completing Course 3 out of this Certification program. I agree with most of the points Luke spoke up. It's definitely for entry-level people and I would better polish my python skills instead of learning R. Spreadsheets used in this course is Google Sheets, data base - BigQuery, all Google products. What I don't agree is about the speed. Is actually great for beginners! Luke is a pro, so he doesn't really need this course, but for me it's great speed. I don't feel overwhelmed or demotivated.",12
